0.000000000000000000e+00 0.000000000000000000e+00
2.222214317992162957e+00 -5.212393249231921377e-01
3.082249599176915211e+00 -1.538420569029471663e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.008916639822650563e+00 1.412388136391757587e-01
2.729891903593891556e+00 -1.051760482115272621e+00
1.439980354472773172e+00 -5.915067636010671315e-01
0.000000000000000000e+00 0.000000000000000000e+00
3.566428725308960157e+00 -2.446577465532306928e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.350045917435754195e+00 -2.013395716077723829e+00
1.698530651353092225e+00 -1.120031253064349031e+00
0.000000000000000000e+00 0.000000000000000000e+00
3.910467534352691565e+00 -3.227997131169190403e+00
-5.466391035278596362e-31 0.000000000000000000e+00
3.749969086189252732e+00 -2.851573245231158626e+00
1.881826135183476412e+00 -1.550818595136148614e+00
0.000000000000000000e+00 0.000000000000000000e+00
4.192067800604975858e+00 -3.931867326026716292e+00
-2.662405555120915194e-30 0.000000000000000000e+00
4.055874826410776457e+00 -3.587769058314284276e+00
2.029338448885781521e+00 -1.926232207290260234e+00
0.000000000000000000e+00 0.000000000000000000e+00
4.459442929936675348e+00 -4.604069746193913737e+00
0.000000000000000000e+00 0.000000000000000000e+00
4.325015445493249899e+00 -4.269205692068104518e+00
2.166077534103342472e+00 -2.278449119911728271e+00
0.000000000000000000e+00 0.000000000000000000e+00
4.756977752067691689e+00 -5.298820299163839564e+00
4.535950205020817881e-30 0.000000000000000000e+00
4.601511339085175400e+00 -4.944275243443317258e+00
2.313727725630621901e+00 -2.640224646222093074e+00
0.000000000000000000e+00 0.000000000000000000e+00
5.144041747277386278e+00 -6.093685205963969231e+00
-1.477931974092580504e-46 0.000000000000000000e+00
4.934404302470563053e+00 -5.675917460219952915e+00
2.501206134216972465e+00 -3.057990457957300734e+00
0.000000000000000000e+00 0.000000000000000000e+00
5.726986829972377180e+00 -7.121056168483269389e+00
0.000000000000000000e+00 0.000000000000000000e+00
5.399551854543641838e+00 -6.561671208421431700e+00
2.778507409727478006e+00 -3.616443456268980672e+00
0.000000000000000000e+00 0.000000000000000000e+00
6.802548241449936306e+00 -8.686578912062541846e+00
0.000000000000000000e+00 0.000000000000000000e+00
6.166697879801211535e+00 -7.799381763392084110e+00
3.283790796528099243e+00 -4.517398687975235916e+00
0.000000000000000000e+00 0.000000000000000000e+00
9.004920754036602304e+00 -1.107005888134353100e+01
0.000000000000000000e+00 0.000000000000000000e+00
7.672563292419963155e+00 -9.684910581820345143e+00
4.803706203331492119e+00 -6.626644078213725919e+00
0.000000000000000000e+00 0.000000000000000000e+00
5.109508498637948648e+00 -3.192244206596677181e+00
6.672237031239550475e+00 -4.591181128146799573e+00
3.586569721913821951e+00 -1.690123557256733466e+00
5.988886863704246721e+00 -3.903136900963361189e+00
4.836442697866011109e+00 -2.912881552717995870e+00
7.639616828937007220e+00 -5.888221197948342756e+00
7.210097935763642774e+00 -5.248128267227894383e+00
5.560524002396810772e+00 -4.044751426318159204e+00
8.308984303682027672e+00 -7.111604443741208037e+00
7.998884145357304298e+00 -6.507547237180926203e+00
6.063016209114374888e+00 -5.082694347273617019e+00
8.848053509050021859e+00 -8.283752848352520459e+00
8.587280974866834171e+00 -7.702115278422352773e+00
6.473381674674347330e+00 -6.050547267141461738e+00
9.361995023232507762e+00 -9.442393659926542782e+00
9.102323093669410170e+00 -8.861462546410288965e+00
6.866281660929119290e+00 -6.992618957077010755e+00
9.940761589023745515e+00 -1.064654816310189744e+01
9.636954250318451543e+00 -1.003380992533003813e+01
7.309400214541428298e+00 -7.970180887568713679e+00
1.068966081555525349e+01 -1.198109655369059290e+01
1.028534624196651315e+01 -1.129045914577484488e+01
7.886820796228541930e+00 -9.071099208418290871e+00
1.175437403029400585e+01 -1.355636378763487393e+01
1.116882481577442299e+01 -1.272983436338702745e+01
8.741803231505734573e+00 -1.043300500792979335e+01
1.334770089782991498e+01 -1.550211014750431104e+01
1.246929708235544076e+01 -1.448130148710947651e+01
1.013978052656683637e+01 -1.224591301877048011e+01
1.571707503052412136e+01 -1.789282720751801392e+01
1.444403964832858200e+01 -1.666887437390009197e+01
1.249016832591908255e+01 -1.468766523980884209e+01
8.662237750760981569e+00 -6.873662838253141949e+00
1.062541904318750063e+01 -8.561137677933178480e+00
6.805628567218493075e+00 -4.936797325437474626e+00
9.727392599108425131e+00 -7.737971003908285184e+00
8.602230960775283819e+00 -6.489894155954135435e+00
1.199468922724532405e+01 -1.012058507868478330e+01
1.137123663044155464e+01 -9.353267399570437846e+00
9.785978303427906866e+00 -7.927296799105757685e+00
1.298584818420706100e+01 -1.160594131319439448e+01
1.252557045055697316e+01 -1.086972233802718257e+01
1.062081530757868642e+01 -9.295264598605207595e+00
1.377859372587389686e+01 -1.305398958847918323e+01
1.339775116283004408e+01 -1.233210074256311017e+01
1.128923959106504071e+01 -1.062337156268569949e+01
1.451282956067894325e+01 -1.450223558080282515e+01
1.414499341669183430e+01 -1.377507567379951503e+01
1.191799497557990861e+01 -1.194805332043794976e+01
1.531237848692456538e+01 -1.599975325838437712e+01
1.489644424492214725e+01 -1.524098527692646066e+01
1.261652163902107127e+01 -1.332314237086533204e+01
1.630338208700302616e+01 -1.761000537953383471e+01
1.577523020573318746e+01 -1.678633682411437889e+01
1.350257640275331106e+01 -1.482269910604636998e+01
1.762542626661516820e+01 -1.940550200718958251e+01
1.691364381712142162e+01 -1.848045820234582592e+01
1.472055138508190097e+01 -1.653768978924234645e+01
1.942247809170996931e+01 -2.144557063332811708e+01
1.845633238390025355e+01 -2.039226985180070884e+01
1.644762207698175516e+01 -1.855670275657187318e+01
2.177711283324230607e+01 -2.373447555407338783e+01
2.053395529911250961e+01 -2.255944758889391366e+01
1.880938777990832023e+01 -2.089643143199091568e+01
1.281187048182661314e+01 -1.118078969240299614e+01
1.498225546798705032e+01 -1.307941260463262090e+01
1.066720368428100052e+01 -8.966434400884068623e+00
1.396687869099718604e+01 -1.214917197405013916e+01
1.275150204198674864e+01 -1.076691979200317562e+01
1.661847281648413599e+01 -1.483826847759254974e+01
1.585974601898962177e+01 -1.397337147989145123e+01
1.427118408471341482e+01 -1.243285514140060144e+01
1.785776410610766618e+01 -1.650311946496697857e+01
1.727815681380261026e+01 -1.567962439512722916e+01
1.539844884381069967e+01 -1.401581009794555932e+01
1.885325951754167306e+01 -1.811529530739225535e+01
1.837682836626450111e+01 -1.731316773162847156e+01
