-1.030174948378421895e+01 -4.306595545410825565e+01 0.000000000000000000e+00
-2.007515439206495955e+01 -5.257970832157442231e+01 0.000000000000000000e+00
1.331906870640324758e+00 -2.328192951216921358e+01 0.000000000000000000e+00
-1.101847205643745387e+00 -4.817555522308913041e+00 0.000000000000000000e+00
-3.970465019659069394e+00 -3.453282407979138213e+01 0.000000000000000000e+00
-2.135165053349851405e+01 -5.141079350061461639e+01 0.000000000000000000e+00
3.704073113110389198e-02 -2.035596224867532911e+01 0.000000000000000000e+00
8.228063333390025491e-01 -4.305599094358927736e+00 0.000000000000000000e+00
-2.082999437749704796e+01 -4.203872059752901436e+01 0.000000000000000000e+00
-2.005990103200533525e+01 -4.956049958950303136e+01 0.000000000000000000e+00
-1.179207826640458912e+01 -4.071701963370390587e+01 0.000000000000000000e+00
-1.805843292939461975e+01 -5.592575934464133525e+01 0.000000000000000000e+00
-1.806422318529121895e+01 -2.958204001362429381e+01 0.000000000000000000e+00
-1.839010754339080478e+01 -5.630354161369753285e+01 0.000000000000000000e+00
-1.754582412051988882e+01 -5.683307166874672589e+01 0.000000000000000000e+00
-1.890521590342059000e+01 -5.585297717548160534e+01 0.000000000000000000e+00
-1.800119811247378365e+01 -5.635595798164676751e+01 0.000000000000000000e+00
1.266497010952453817e+00 -3.393753707816630794e+01 0.000000000000000000e+00
-1.949143489708943733e+01 -4.553680363262657949e+01 0.000000000000000000e+00
-1.493359578829606527e+01 -5.580270175464000459e+01 0.000000000000000000e+00
-1.847218719651385044e+01 -5.570228651977054568e+01 0.000000000000000000e+00
-5.442028928384197606e+00 -3.162852563190523369e+01 0.000000000000000000e+00
-3.776115801549811746e+00 -2.855123097295086154e+01 0.000000000000000000e+00
-1.312001411642713400e+01 -5.492080367256806284e+01 0.000000000000000000e+00
4.635020968158118038e+00 -1.705277288521110179e+01 0.000000000000000000e+00
-5.205005807405271412e+00 -2.567739148549971162e+01 0.000000000000000000e+00
-1.707620213543295762e+01 -5.568044205115730705e+01 0.000000000000000000e+00
1.965696627664802243e+00 -1.733112899742261703e+01 0.000000000000000000e+00
-5.693797557768709439e+00 -2.113025756700943703e+01 0.000000000000000000e+00
-1.153485340642307300e+01 -5.315427949002857844e+01 0.000000000000000000e+00
-6.401938289974498986e+00 -4.627591033823902222e+01 0.000000000000000000e+00
-4.378090595712713085e-01 -3.749957173450503056e+00 0.000000000000000000e+00
-2.152468628424205477e+01 -4.796123490302765191e+01 0.000000000000000000e+00
-1.523844137081057326e+01 -5.791224246312376067e+01 0.000000000000000000e+00
-1.522792975594746601e+01 -5.858397755907339643e+01 0.000000000000000000e+00
-1.885028943398272716e+01 -5.555176768203542537e+01 0.000000000000000000e+00
-9.587315581985230040e+00 -5.055172831945237988e+01 0.000000000000000000e+00
-1.977224142932222861e+01 -5.518386710297455267e+01 0.000000000000000000e+00
-4.632845397325737746e-01 -6.489923394208260810e+00 0.000000000000000000e+00
-8.928466522683294215e+00 -4.056090893897830796e+01 0.000000000000000000e+00
-2.107694209398697538e+01 -4.335449437754258639e+01 0.000000000000000000e+00
-1.586398857603104062e+01 -5.533713960995062564e+01 0.000000000000000000e+00
-1.948561670311015703e+01 -5.508693311382076274e+01 0.000000000000000000e+00
-1.708487331069805037e+01 -4.109309608193647989e+01 0.000000000000000000e+00
-1.409445834926786034e+01 -5.448220882846756297e+01 0.000000000000000000e+00
6.892374624542283446e-01 -1.639944875682659120e+00 0.000000000000000000e+00
2.541222594990766304e+00 -9.639999236300392127e+00 0.000000000000000000e+00
-1.304467584683676762e+01 -2.893678508286554063e+01 0.000000000000000000e+00
-5.123881461766736756e+00 -3.923211583892095433e+01 0.000000000000000000e+00
-1.283472189459461887e+01 -5.218629680342026234e+01 0.000000000000000000e+00
